bairro,desc,tipo,imagem,area total,area util,valor
Bom Retiro,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1449701930/25990601930.jpg,75 M² TOTAL,75 M² ÚTIL,3500.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/867501930/24644701930.jpg,"28,41 M² TOTAL","28,41 M² ÚTIL",3300.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/863201930/17891701930.jpg,"28,41 M² TOTAL","28,41 M² ÚTIL",3300.0
Saguacu,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1491101930/26807501930.jpg,185 M² TOTAL,185 M² ÚTIL,3200.0
Santo Antonio,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1194401930/16860001930.jpg,"112,37 M² TOTAL","112,37 M² ÚTIL",3200.0
Pirabeiraba,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1432401930/24773001930.jpg,"1556,21 M² TOTAL","1556,21 M² ÚTIL",3200.0
America,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/868101930/24622701930.jpg,"67,02 M² TOTAL","67,02 M² ÚTIL",3200.0
America,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/878801930/24626301930.jpg,"66,92 M² TOTAL","66,92 M² ÚTIL",3200.0
Atiradores,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/530901930/25088101930.jpg,"222,01 M² TOTAL","125,12 M² ÚTIL",3200.0
Costa e Silva,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1447701930/25200801930.jpg,"143,39 M² TOTAL","101,67 M² ÚTIL",3200.0
Anita Garibaldi,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1469901930/26047801930.jpg,"114,9 M² TOTAL","112,2 M² ÚTIL",3100.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/861501930/25904101930.jpg,61 M² TOTAL,61 M² ÚTIL,3100.0
Saguacu,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1112601930/24533401930.jpg,"314,35 M² TOTAL","249,21 M² ÚTIL",3000.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1403101930/23724901930.jpg,70 M² TOTAL,70 M² ÚTIL,3000.0
Anita Garibaldi,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1468801930/26046201930.jpg,"78,65 M² TOTAL","75,65 M² ÚTIL",3000.0
America,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1431701930/24691101930.jpg,"123,68 M² TOTAL","123,68 M² ÚTIL",3000.0
Centro,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/719301930/25191501930.jpg,"84,94 M² TOTAL","84,94 M² ÚTIL",2980.0
Jarivatuba,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1409001930/23912801930.jpg,150 M² TOTAL,150 M² ÚTIL,2900.0
Costa e Silva,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1111001930/15171401930.jpg,"157,14 M² TOTAL","140,1 M² ÚTIL",2900.0
Centro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1486701930/26923901930.jpg,186 M² TOTAL,"164,75 M² ÚTIL",2900.0
Jarivatuba,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1409001930/23912801930.jpg,150 M² TOTAL,150 M² ÚTIL,2900.0
Costa e Silva,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1111001930/15171401930.jpg,"157,14 M² TOTAL","140,1 M² ÚTIL",2900.0
Centro,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1456101930/25530701930.jpg,"134,41 M² TOTAL","106,1 M² ÚTIL",2900.0
Pirabeiraba,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1432801930/24771701930.jpg,"1407,74 M² TOTAL","1407,74 M² ÚTIL",2900.0
Anita Garibaldi,Sala,Sala,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1470101930/26048201930.jpg,"124,1 M² TOTAL","103,05 M² ÚTIL",2900.0
Saguacu,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1373601930/22673701930.jpg,190 M² TOTAL,75 M² ÚTIL,2800.0
Santo Antonio,Terreno,Terreno,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1309301930/20291001930.jpg,882 M² TOTAL,882 M² ÚTIL,2800.0
Pirabeiraba,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1462601930/25809301930.jpg,"120,61 M² TOTAL","85,02 M² ÚTIL",2800.0
Anita Garibaldi,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1172301930/26917501930.jpg,"113,85 M² TOTAL","91,71 M² ÚTIL",2700.0
Anita Garibaldi,Loja,Loja,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1468901930/26046401930.jpg,"82,9 M² TOTAL","77,2 M² ÚTIL",2700.0
Atiradores,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/631401930/25081501930.jpg,"146,03 M² TOTAL","106,56 M² ÚTIL",2700.0
Jarivatuba,Casa residencial,Casa residencial,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/1492401930/26819101930.jpg,250 M² TOTAL,250 M² ÚTIL,2600.0
Atiradores,Apartamento,Apartamento,https://www.anagelocacao.com.br/indicadordeimoveis/imobiliarias/1930/fotos/medio480x360/335701930/26799101930.jpg,"146,56 M² TOTAL","80,78 M² ÚTIL",2600.0
